Sample_X,Sample_Y,Sample_Latitude,Sample_Longitude,In_Plot_ID
5.126359054585414,170.80370001115003,40.065969240934095,-88.2064022124946,
64.90635897661163,89.60089014367497,40.0657461562916,-88.20619478709584,P101
146.85112195461312,216.11738696428503,40.06609372908507,-88.20591045412229,P488
143.79654534713228,24.78798078174623,40.0655680988483,-88.20592105293078,P153
18.92070198170737,37.50337247360867,40.06560303124306,-88.20635434870928,P035
142.82845010107934,50.06429223445677,40.06563753926438,-88.20592441203989,P167
90.78535173393824,142.21652842026143,40.065890704748405,-88.20610499183992,P290
111.95454538870649,266.6429549558663,40.06623253559054,-88.20603153870441,
81.58924769807493,236.3038581211517,40.06614918642341,-88.20613690059785,P454
56.16709256956366,229.10129749845404,40.06612939916895,-88.2062251107128,P410
131.48276465421182,12.310015029100654,40.065533818722606,-88.20596377944256,P146
27.439475306294927,143.77567474185318,40.06589498811742,-88.20632479016201,P211
126.21131720609344,193.76311666710302,40.06603231625458,-88.20598207037749,P475
47.46842218035481,223.12359728249388,40.06611297691561,-88.20625529346918,P409
4.870579653439826,77.95299438466594,40.06571415657798,-88.2064031000012,
79.32536152102253,136.0017560288844,40.06587363119788,-88.2061447558587,P248
99.82446265697777,129.07024747187418,40.065854588591954,-88.20607362781867,P281
76.41144707704282,166.93508443276426,40.06595861286932,-88.20615486659584,P263
1.7786459413841804,225.85444684830784,40.066120479249584,-88.20641382843185,
151.56371828029853,245.97751402341655,40.066175762401166,-88.20589410229604,
43.29317417610207,248.7142780039432,40.06618328098353,-88.20626978079744,P383
152.3404615133396,0.8948109686640537,40.065502458271894,-88.20589140714256,
123.49056948599178,166.86940396184414,40.06595843242847,-88.20599151086229,P340
67.538302132006,161.91747543942344,40.06594482822923,-88.20618565474624,P262
128.3680434125481,155.7014583201484,40.065927751259125,-88.20597458694166,P335
145.15944709858513,157.85741440103163,40.06593367421539,-88.20591632391707,P338
58.30420979997079,34.68472622184882,40.0655952877094,-88.20621769531644,P075
135.1462038870248,128.42797768558927,40.06585282411452,-88.20595106799483,P321
121.14311240658034,131.21226128917922,40.0658604732453,-88.20599965609851,P324
15.81264578050833,249.10269556484388,40.06618434806474,-88.20636513308195,P379
51.41250028086718,198.89150879116406,40.06604640524393,-88.20624160825717,P394
47.19773648994874,140.37839508979013,40.06588565493156,-88.20625623269781,P249
18.266331923193295,151.66877793838847,40.06591667246686,-88.20635661925078,P215
43.314783277996334,166.06130652218226,40.065956212380556,-88.2062697058179,P223
32.2815897498565,255.61168974316448,40.066202229916875,-88.20630798893215,
20.156314400156692,60.12508733174515,40.06566517881135,-88.20635006136571,P050
34.58949347585026,98.94624222512785,40.065771830335784,-88.20629998093867,P187
68.21056224623,197.7221619376707,40.06604319275257,-88.2061833221296,P397
45.680308416224555,263.2715871010271,40.066223273590936,-88.2062614978889,
113.65035184999591,240.4648635608148,40.066160617757035,-88.20602565457372,P463
117.62839248698926,175.23819864962184,40.06598142362267,-88.20601185151808,P464
84.58620495940187,155.77694465288573,40.06592795863916,-88.20612650171769,P294
140.57440755572202,6.817571397440019,40.06551872959175,-88.20593223314519,
159.9105880588737,169.77558869055835,40.06596641645245,-88.20586514022186,
132.3378291898052,173.2299113132143,40.06597590634976,-88.20596081252883,P466
147.45244676135889,133.27897628592794,40.06586615103375,-88.20590836763787,P328
16.280918118859162,50.15185898502483,40.06563777983238,-88.20636350826467,P044
34.07272131912704,25.63461705949198,40.06557042477214,-88.20630177404122,P032
47.755051517494174,100.48105960624102,40.06577604686705,-88.20625429891909,P229
157.473305889675,208.67264554293578,40.06607327649874,-88.20587359713431,
76.72842675416211,253.5723771356437,40.06619662740972,-88.20615376673575,
77.30457763721174,13.59276365846404,40.0655373427573,-88.20615176760015,P068
104.24266631424948,74.56530712412592,40.06570484974485,-88.20605829747981,P137
33.454204366886025,53.61578780972617,40.06564729612035,-88.20630392017915,P047
15.045978867525065,186.91321632469663,40.066013497847045,-88.20636779327249,P349
75.63333360706582,150.05840746741924,40.065912248372165,-88.20615756650379,P258
134.1118102652311,238.03182473991077,40.06615393358445,-88.20595465714689,P496
61.76369236400401,127.06159310994667,40.06584907031074,-88.20620569156014,P241
73.7417233111742,38.158208111775295,40.065604830242066,-88.20616413003708,P078
46.21935872715479,62.745806924833516,40.065672378590456,-88.20625962748532,P089
149.3050072131842,179.23176909223994,40.06599239497003,-88.20590193960022,P468
75.56890458336362,182.27398174720602,40.06600075269711,-88.20615779006043,P393
100.0370163189533,223.2289687103051,40.06611326639756,-88.20607289029729,P451
105.06032102740262,4.78795342038126,40.065513153718186,-88.20605546037118,
152.07766838084186,61.67861029968748,40.06566944673159,-88.20589231898549,
93.86409703774851,198.2898505389287,40.066044752336644,-88.20609430917058,P435
102.96121304738521,259.97215584800387,40.06621420921936,-88.20606274388255,
132.0192395462337,69.09974689083222,40.06568983446948,-88.2059619179752,P171
136.57878450620663,196.4697678586013,40.0660397521095,-88.20594609720851,P476
97.21654856566495,51.63776492646156,40.06564186199156,-88.20608267679192,P126
104.11776394270709,165.6474394347773,40.065955075383066,-88.20605873086765,P302
111.19818192269332,65.51264082985996,40.0656799797825,-88.20603416314391,P133
146.15975825934666,254.4633616912806,40.06619907516948,-88.20591285302477,
62.835860592668894,242.9673855720657,40.066167492817506,-88.20620197133728,P421
12.425829753504054,203.9586521615209,40.06606032596748,-88.20637688469897,P359
117.72265381440278,5.918319279076818,40.0655162591189,-88.20601152444894,
68.0526218141329,219.42659887865543,40.06610282032659,-88.20618387015331,P407
138.80839115691592,104.4543351982263,40.065786962459335,-88.2059383608912,P312
87.8795581514821,121.60374480823806,40.065834076222,-88.2061150743992,P280
134.13749553499449,82.4022291769213,40.06572637975049,-88.20595456802381,P181
91.11921164802864,81.98340578563754,40.065725229136774,-88.20610383340858,P140
1.9550466263890165,3.135896557216662,40.065508615100434,-88.20641321635452,
63.16769642621475,182.2326831102477,40.06600063923931,-88.20620081992912,P391
1.7264921451641335,134.9449414651772,40.06587072786117,-88.20641400939574,
4.9616373381762635,184.45986761432764,40.066006757878064,-88.2064027840481,
30.51082834146788,207.05441859200164,40.066068830820306,-88.20631413314246,P361
152.7007735800201,116.51128733929788,40.06582008595423,-88.2058901569272,
140.8286745991858,114.55806983109785,40.06581471997206,-88.20593135088619,P317
50.877136055453,53.50433534140206,40.065646989932254,-88.20624346587073,P084
54.37961792903785,257.29163258575574,40.066206845144464,-88.20623131291488,
0.7076353123080459,53.34633034161707,40.06564655585259,-88.20641754463804,
13.013797158101728,161.9479140584503,40.06594491185181,-88.20637484456225,P219
24.65631585103308,262.2225967232108,40.06622039174924,-88.20633444720384,
94.18029117051441,236.48735808399525,40.06614969054419,-88.20609321203618,P455
85.7218113261047,182.36012004068155,40.06600098934077,-88.20612256137638,P429
124.22717563268002,22.179116026996027,40.065560931637435,-88.20598895497697,P150
107.7564049235658,213.9013036474533,40.06608764094408,-88.20604610546522,P447
1.6494121479117219,160.2698120516038,40.06594030168146,-88.20641427684889,
26.70603943455875,176.7551084675549,40.065985590957325,-88.20632733504706,P346
41.85768610095779,89.14273235224857,40.065744897616355,-88.20627476167209,P063
